2018080720211533687690,0.7005579338507527,0.5301100394455645,0.07256615933855237,3.5347490153501986,9.926864048102178,0.7420963128503819
2018080720211533687700,0.6132204309635347,0.5158376520134281,0.06363092047872877,3.1920471075560304,9.909988307257576,0.6176837219126184
2018080720211533687709,0.6338682441902447,0.5179882089381541,0.06633425350558719,3.282484022511917,9.914297065862689,0.6938963921837539
2018080720221533687756,219.70586536714512,163.612294624549,66.73981882835415,52.85388252367856,45.340304481891685,22.832134123575507
2018080720231533687797,173.8796705380213,123.30355888309802,64.49107707140989,54.82649782950068,40.86961167851685,25.002886897609756
2018080720241533687854,173.88258399753403,123.33252895327844,64.4194430989182,54.912639392620434,40.90162819238851,24.995700320340138
2018080720241533687872,172.6414606320813,121.83552068183731,63.12848894423785,54.840856753400466,40.667224234882724,24.633868536712676
2018080720251533687909,172.49612682971915,121.9555033099576,62.977838303083516,55.06488630470744,40.83447861799332,24.71497648620923
2018080720251533687916,172.7371269799092,121.8933852836859,63.48400475986922,54.971041849905326,40.910618729159594,24.761544854708433
2018080720251533687924,172.58710733967212,121.94754323740425,62.97937486280717,55.07391142466428,40.85257311491267,24.700154188470222
2018080720261533687966,172.6072963480712,121.98851623785482,62.904857492750445,55.05163145438873,40.845555803233744,24.656388048158092
2018080720261533687979,172.6886502535901,121.68843363332833,63.28504627008792,55.054707116412295,40.947274730545566,24.713836024215304
2018080720261533687987,172.65410654250957,121.64880656677103,63.20673660131474,55.19903057320654,40.99250313827613,24.807300372734574
